Date,Open,High,Low,Close,Volume,Market Cap
03-05-2020,8760.29,9142.05,8757.25,9078.76,39698054597,"165,731,679,918"
03-04-2020,8788.54,8843.37,8712.43,8755.25,34746706368,"159,807,857,328"
03-03-2020,8865.39,8901.60,8704.99,8787.79,42386715821,"160,383,579,416"
03-02-2020,8563.26,8921.31,8532.63,8869.67,42857674409,"161,861,167,745"
03-01-2020,8599.76,8726.80,8471.21,8562.45,35349164300,"156,238,987,740"
29-02-2020,8671.21,8775.63,8599.51,8599.51,35792392544,"156,895,988,084"
28-02-2020,8788.73,8890.46,8492.93,8672.46,44605450443,"158,211,707,019"
27-02-2020,8825.09,8932.89,8577.20,8784.49,45470195695,"160,238,496,932"
26-02-2020,9338.29,9354.78,8704.43,8820.52,50420050762,"160,879,489,024"
25-02-2020,9651.31,9652.74,9305.02,9341.71,42515259129,"170,369,581,558"
24-02-2020,9921.58,9951.75,9537.04,9650.17,45080496648,"175,977,808,526"
23-02-2020,9663.32,9937.40,9657.79,9924.52,41185185761,"180,963,233,540"
22-02-2020,9687.71,9698.23,9600.73,9663.18,35838025154,"176,180,696,548"
21-02-2020,9611.78,9723.01,9589.74,9686.44,40930547513,"176,587,087,363"
20-02-2020,9629.33,9643.22,9507.90,9608.48,44925260237,"175,147,142,158"
19-02-2020,10143.80,10191.68,9611.22,9633.39,46992019710,"175,585,931,679"
18-02-2020,9691.23,10161.94,9632.38,10142.00,47271023953,"184,838,512,656"
17-02-2020,9936.56,9938.82,9507.64,9690.14,45998298413,"176,585,280,987"
16-02-2020,9889.18,10053.97,9722.39,9934.43,43374780305,"181,017,665,264"
15-02-2020,10313.86,10341.56,9874.43,9889.42,43865054831,"180,179,996,219"
14-02-2020,10211.55,10322.00,10125.53,10312.12,43338264162,"187,862,645,449"
13-02-2020,10323.96,10457.63,10116.16,10214.38,49356071373,"186,065,003,526"
02-12-2020,10202.39,10393.61,10202.39,10326.05,43444303830,"188,081,204,386"
02-11-2020,9855.89,10210.05,9729.33,10208.24,37648059389,"185,917,114,989"
02-10-2020,10115.56,10165.77,9784.56,9856.61,39386548075,"179,494,809,266"
02-09-2020,9863.89,10129.44,9850.39,10116.67,35807884663,"184,214,765,394"
02-08-2020,9793.07,9876.75,9678.91,9865.12,35172043762,"179,615,828,322"
02-07-2020,9726.00,9834.72,9726.00,9795.94,34522718159,"178,339,437,206"
02-06-2020,9617.82,9824.62,9539.82,9729.80,37628823716,"177,118,274,394"
02-05-2020,9183.42,9701.30,9163.70,9613.42,35222060874,"174,983,423,933"
02-04-2020,9292.84,9331.27,9112.81,9180.96,29893183716,"167,093,636,162"
02-03-2020,9344.68,9540.37,9248.63,9293.52,30934096509,"169,126,861,034"
02-02-2020,9389.82,9468.80,9217.82,9344.37,30835736946,"170,034,976,662"
02-01-2020,9346.36,9439.32,9313.24,9392.88,25922656496,"170,900,662,180"
31-01-2020,9508.31,9521.71,9230.78,9350.53,29432489719,"170,112,778,161"
30-01-2020,9316.02,9553.13,9230.90,9508.99,32378792851,"172,978,577,931"
29-01-2020,9357.47,9406.43,9269.47,9316.63,30682598115,"169,460,984,603"
28-01-2020,8912.52,9358.59,8908.45,9358.59,34398744403,"170,205,617,955"
27-01-2020,8597.31,8977.73,8597.31,8909.82,28647338393,"162,027,957,435"
26-01-2020,8364.41,8602.40,8325.50,8596.83,22177678796,"156,322,174,637"
25-01-2020,8440.12,8458.45,8296.22,8367.85,19647331549,"152,143,262,650"
24-01-2020,8405.57,8514.67,8266.84,8445.43,24397913026,"153,536,829,768"
23-01-2020,8680.65,8687.75,8333.64,8406.52,25770680779,"152,813,329,633"
22-01-2020,8744.21,8792.99,8636.75,8680.88,22600204051,"157,783,273,070"
21-01-2020,8658.99,8755.71,8544.52,8745.89,24097418512,"158,947,996,834"
20-01-2020,8704.63,8745.59,8560.47,8657.64,26422375678,"157,327,553,259"
19-01-2020,8941.45,9164.36,8620.08,8706.25,34217320471,"158,194,319,735"
18-01-2020,8927.21,9012.20,8827.33,8942.81,32337772627,"162,475,965,880"
17-01-2020,8725.21,8958.12,8677.32,8929.04,36372139320,"162,211,148,778"
16-01-2020,8812.48,8846.46,8612.10,8723.79,31313981931,"158,465,055,984"
15-01-2020,8825.34,8890.12,8657.19,8807.01,40102834650,"159,959,191,212"
14-01-2020,8140.93,8879.51,8140.93,8827.76,44841784107,"160,319,484,883"
13-01-2020,8189.77,8197.79,8079.70,8144.19,22482910688,"147,890,525,973"
01-12-2020,8033.26,8200.06,8009.06,8192.49,22903438381,"148,752,956,966"
01-11-2020,8162.19,8218.36,8029.64,8037.54,25521165085,"145,924,199,942"
01-10-2020,7878.31,8166.55,7726.77,8166.55,28714583844,"148,249,907,277"
01-09-2020,8082.30,8082.30,7842.40,7879.07,24045990466,"143,016,572,819"
01-08-2020,8161.94,8396.74,7956.77,8079.86,31672559265,"146,645,162,431"
01-07-2020,7768.68,8178.22,7768.23,8163.69,28767291327,"148,152,237,654"
01-06-2020,7410.45,7781.87,7409.29,7769.22,23276261598,"140,976,457,304"
01-05-2020,7410.45,7544.50,7400.54,7411.32,19725074095,"134,469,548,249"
01-04-2020,7345.38,7427.39,7309.51,7410.66,18444271275,"134,442,464,030"
01-03-2020,6984.43,7413.72,6915.00,7344.88,28111481032,"133,233,444,755"
01-02-2020,7202.55,7212.16,6935.27,6985.47,20802083465,"126,699,395,235"
01-01-2020,7194.89,7254.33,7174.94,7200.17,18565664997,"130,580,829,150"
31-12-2019,7294.44,7335.29,7169.78,7193.60,21167946112,"130,446,112,598"
30-12-2019,7420.27,7454.82,7276.31,7293.00,22874131672,"132,235,128,152"
